Timestamp,CI,V_TRAIN (Km/h),NID_BG,M_MODE,DL Rxqual,UL Rxqual,D_LRBG,HO_state,CES,EStop
2025-10-01 16:38:46.647,057,,1093,,0.0,0.0,,0,0,0
2025-10-01 16:38:46.805,057,,1093,,,,2244.0,0,0,0
2025-10-01 16:38:47.127,057,,1093,,0.0,0.0,,0,0,0
2025-10-01 16:38:47.425,057,,1093,,,,2244.0,0,0,0
2025-10-01 16:38:47.607,057,,1093,,0.0,0.0,,0,0,0
2025-10-01 16:38:47.957,057,,1093,,,,2244.0,0,0,0
2025-10-01 16:38:48.087,057,,1093,,0.0,0.0,,0,0,0
2025-10-01 16:38:48.567,057,,1093,,0.0,0.0,,0,0,0
2025-10-01 16:38:49.047,057,,1093,,0.0,0.0,,0,0,0
2025-10-01 16:38:49.365,057,,1093,,,,2244.0,0,0,0
2025-10-01 16:38:49.527,057,,1093,,0.0,0.0,,0,0,0
2025-10-01 16:38:49.985,057,,1093,,,,2244.0,0,0,0
2025-10-01 16:38:50.007,057,,1093,,0.0,0.0,,0,0,0
2025-10-01 16:38:50.487,057,,1093,,0.0,0.0,,0,0,0
2025-10-01 16:38:50.517,057,,1093,,,,2244.0,0,0,0
2025-10-01 16:38:50.967,057,,1093,,0.0,0.0,,0,0,0
2025-10-01 16:38:51.447,057,,1093,,0.0,0.0,,0,0,0
2025-10-01 16:38:51.797,057,,1093,,,,2244.0,0,0,0
2025-10-01 16:38:51.927,057,,1093,,0.0,0.0,,0,0,0
2025-10-01 16:38:52.407,057,,1093,,0.0,0.0,,0,0,0
2025-10-01 16:38:52.545,057,,1093,,,,2244.0,0,0,0
2025-10-01 16:38:52.887,057,,1093,,0.0,0.0,,0,0,0
2025-10-01 16:38:52.949,057,,1093,,,,2244.0,0,0,0
2025-10-01 16:38:53.367,057,,1093,,0.0,0.0,,0,0,0
2025-10-01 16:38:53.847,057,,1093,,0.0,0.0,,0,0,0
2025-10-01 16:38:54.229,057,,1093,,,,2244.0,0,0,0
2025-10-01 16:38:54.326,057,,1093,,0.0,0.0,,0,0,0
2025-10-01 16:38:54.807,057,,1093,,0.0,0.0,,0,0,0
2025-10-01 16:38:54.977,057,,1093,,,,2244.0,0,0,0
2025-10-01 16:38:55.287,057,,1093,,0.0,0.0,,0,0,0
2025-10-01 16:38:55.381,057,,1093,,,,2244.0,0,0,0
2025-10-01 16:38:55.767,057,,1093,,0.0,0.0,,0,0,0
2025-10-01 16:38:56.247,057,,1093,,0.0,0.0,,0,0,0
2025-10-01 16:38:56.727,057,,1093,,0.0,0.0,,0,0,0
2025-10-01 16:38:56.789,057,,1093,,,,2244.0,0,0,0
2025-10-01 16:38:57.207,057,,1093,,0.0,0.0,,0,0,0
2025-10-01 16:38:57.409,057,,1093,,,,2244.0,0,0,0
2025-10-01 16:38:57.687,057,,1093,,0.0,0.0,,0,0,0
2025-10-01 16:38:57.941,057,,1093,,,,2244.0,0,0,0
2025-10-01 16:38:58.167,057,,1093,,0.0,0.0,,0,0,0
2025-10-01 16:38:58.647,057,,1093,,0.0,0.0,,0,0,0
2025-10-01 16:38:59.127,057,,1093,,0.0,0.0,,0,0,0
2025-10-01 16:38:59.221,057,,1093,,,,2244.0,0,0,0
2025-10-01 16:38:59.607,057,,1093,,0.0,0.0,,0,0,0
2025-10-01 16:38:59.969,057,,1093,,,,2244.0,0,0,0
2025-10-01 16:39:00.087,057,,1093,,0.0,0.0,,0,0,0
2025-10-01 16:39:00.501,057,,1093,,,,2244.0,0,0,0
2025-10-01 16:39:00.567,057,,1093,,0.0,0.0,,0,0,0
2025-10-01 16:39:01.047,057,,1093,,0.0,0.0,,0,0,0
2025-10-01 16:39:01.527,057,,1093,,0.0,0.0,,0,0,0
2025-10-01 16:39:01.781,057,,1093,,,,2244.0,0,0,0
2025-10-01 16:39:02.007,057,,1093,,0.0,0.0,,0,0,0
2025-10-01 16:39:02.487,057,,1093,,0.0,0.0,,0,0,0
2025-10-01 16:39:02.529,057,,1093,,,,2244.0,0,0,0
2025-10-01 16:39:02.933,057,,1093,,,,2244.0,0,0,0
2025-10-01 16:39:02.967,057,,1093,,0.0,0.0,,0,0,0
2025-10-01 16:39:03.447,057,,1093,,0.0,0.0,,0,0,0
2025-10-01 16:39:03.927,057,,1093,,0.0,0.0,,0,0,0
2025-10-01 16:39:04.341,057,,1093,,,,2244.0,0,0,0
2025-10-01 16:39:04.407,057,,1093,,0.0,0.0,,0,0,0
2025-10-01 16:39:04.887,057,,1093,,0.0,0.0,,0,0,0
2025-10-01 16:39:04.961,057,,1093,,,,2244.0,0,0,0
2025-10-01 16:39:05.367,057,,1093,,0.0,0.0,,0,0,0
2025-10-01 16:39:05.493,057,,1093,,,,2244.0,0,0,0
2025-10-01 16:39:05.847,057,,1093,,0.0,0.0,,0,0,0
2025-10-01 16:39:06.327,057,,1093,,0.0,0.0,,0,0,0
2025-10-01 16:39:06.773,057,,1093,,,,2244.0,0,0,0
2025-10-01 16:39:06.807,057,,1093,,0.0,0.0,,0,0,0
2025-10-01 16:39:07.287,057,,1093,,0.0,0.0,,0,0,0
2025-10-01 16:39:07.521,057,,1093,,,,2244.0,0,0,0
2025-10-01 16:39:07.767,057,,1093,,0.0,0.0,,0,0,0
2025-10-01 16:39:08.053,057,,1093,,,,2244.0,0,0,0
2025-10-01 16:39:08.247,057,,1093,,0.0,0.0,,0,0,0
2025-10-01 16:39:08.727,057,,1093,,0.0,0.0,,0,0,0
2025-10-01 16:39:09.205,057,,1093,,,,2244.0,0,0,0
2025-10-01 16:39:09.207,057,,1093,,0.0,0.0,,0,0,0
2025-10-01 16:39:09.687,057,,1093,,0.0,0.0,,0,0,0
2025-10-01 16:39:09.953,057,,1093,,,,2244.0,0,0,0
2025-10-01 16:39:10.167,057,,1093,,0.0,0.0,,0,0,0
2025-10-01 16:39:10.357,057,,1093,,,,2244.0,0,0,0
2025-10-01 16:39:10.647,057,,1093,,0.0,0.0,,0,0,0
2025-10-01 16:39:11.127,057,,1093,,0.0,0.0,,0,0,0
2025-10-01 16:39:11.607,057,,1093,,0.0,0.0,,0,0,0
2025-10-01 16:39:11.765,057,,1093,,,,2244.0,0,0,0
2025-10-01 16:39:12.087,057,,1093,,0.0,0.0,,0,0,0
2025-10-01 16:39:12.385,057,,1093,,,,2244.0,0,0,0
2025-10-01 16:39:12.567,057,,1093,,0.0,0.0,,0,0,0
2025-10-01 16:39:13.045,057,,1093,,,,2244.0,0,0,0
2025-10-01 16:39:13.047,057,,1093,,0.0,0.0,,0,0,0
2025-10-01 16:39:13.527,057,,1093,,0.0,0.0,,0,0,0
2025-10-01 16:39:14.007,057,,1093,,0.0,0.0,,0,0,0
2025-10-01 16:39:14.325,057,,1093,,,,2244.0,0,0,0
2025-10-01 16:39:14.487,057,,1093,,0.0,0.0,,0,0,0
2025-10-01 16:39:14.945,057,,1093,,,,2244.0,0,0,0
2025-10-01 16:39:14.967,057,,1093,,0.0,0.0,,0,0,0
2025-10-01 16:39:15.447,057,,1093,,0.0,0.0,,0,0,0
2025-10-01 16:39:15.477,057,,1093,,,,2244.0,0,0,0
2025-10-01 16:39:15.927,057,,1093,,0.0,0.0,,0,0,0
2025-10-01 16:39:16.407,057,,1093,,0.0,0.0,,0,0,0
2025-10-01 16:39:16.757,057,,1093,,,,2244.0,0,0,0
2025-10-01 16:39:16.887,057,,1093,,0.0,0.0,,0,0,0
2025-10-01 16:39:17.367,057,,1093,,0.0,0.0,,0,0,0
2025-10-01 16:39:17.505,057,,1093,,,,2244.0,0,0,0
2025-10-01 16:39:17.847,057,,1093,,0.0,0.0,,0,0,0
2025-10-01 16:39:17.909,057,,1093,,,,2244.0,0,0,0
2025-10-01 16:39:18.327,057,,1093,,0.0,0.0,,0,0,0
2025-10-01 16:39:18.807,057,,1093,,0.0,0.0,,0,0,0
2025-10-01 16:39:19.287,057,,1093,,0.0,0.0,,0,0,0
2025-10-01 16:39:19.317,057,,1093,,,,2244.0,0,0,0
2025-10-01 16:39:19.767,057,,1093,,0.0,0.0,,0,0,0
2025-10-01 16:39:19.937,057,,1093,,,,2244.0,0,0,0
2025-10-01 16:39:20.247,057,,1093,,0.0,0.0,,0,0,0
2025-10-01 16:39:20.469,057,,1093,,,,2244.0,0,0,0
2025-10-01 16:39:20.727,057,,1093,,0.0,0.0,,0,0,0
2025-10-01 16:39:21.207,057,,1093,,0.0,0.0,,0,0,0
2025-10-01 16:39:21.687,057,,1093,,0.0,0.0,,0,0,0
2025-10-01 16:39:21.749,057,,1093,,,,2244.0,0,0,0
2025-10-01 16:39:22.167,057,,1093,,0.0,0.0,,0,0,0
2025-10-01 16:39:22.497,057,,1093,,,,2244.0,0,0,0
2025-10-01 16:39:22.647,057,,1093,,0.0,0.0,,0,0,0
2025-10-01 16:39:23.127,057,,1093,,0.0,0.0,,0,0,0
2025-10-01 16:39:23.157,057,,1093,,,,2244.0,0,0,0
2025-10-01 16:39:23.607,057,,1093,,0.0,0.0,,0,0,0
2025-10-01 16:39:24.087,057,,1093,,0.0,0.0,,0,0,0
2025-10-01 16:39:24.309,057,,1093,,,,2244.0,0,0,0
2025-10-01 16:39:24.567,057,,1093,,0.0,0.0,,0,0,0
2025-10-01 16:39:24.929,057,,1093,,,,2244.0,0,0,0
2025-10-01 16:39:25.047,057,,1093,,0.0,0.0,,0,0,0
2025-10-01 16:39:25.086,057,,1093,,,,,0,0,0
2025-10-01 16:39:25.110,057,,1093,,,,,0,0,0
2025-10-01 16:39:25.112,057,,1093,,,,,0,0,0
2025-10-01 16:39:25.130,057,,1093,,,,,0,0,0
2025-10-01 16:39:25.130,057,,1093,,,,,0,0,0
2025-10-01 16:39:25.136,057,,1093,,,,,0,0,0
2025-10-01 16:39:25.150,057,,1093,,,,,0,0,0
2025-10-01 16:39:25.150,057,,1093,,,,,0,0,0
2025-10-01 16:39:25.150,057,,1093,,,,,0,0,0
2025-10-01 16:39:25.153,057,,1093,,,,,0,0,0
2025-10-01 16:39:25.219,057,,1093,,,,,0,0,0
2025-10-01 16:39:25.224,057,,1093,,,,,0,0,0
2025-10-01 16:39:25.251,057,,1093,,,,,0,0,0
2025-10-01 16:39:25.302,057,,1093,,,,,1,0,0
